	source	target	edge
3466	7  Core		display
3467	7  Core		display
3468	7  Core		display
3469	7  Core		display
3470	7  Core		display
3471	7  Core		display
3472	download/upload  Quad		echipata
3473	download/upload  Quad		echipata
3474	download/upload  Quad		echipata
3475	download/upload  Quad		echipata
3476	download/upload  Quad		echipata
3477	download/upload  Quad		echipata
3478	download/upload  Quad		echipata
3479	download/upload  Quad		echipata
3480	download/upload  Quad		echipata
3481	download/upload  Quad		echipata
3482	download/upload  Quad		echipata
3483	download/upload  Quad		echipata
3484	download/upload  Quad		echipata
3485	download/upload  Quad		echipata
3486	Google  sa	operare  veti	Google
3487	Google  sa	operare  veti	Google
3488	Google  sa	operare  veti	Google
3489	Google  sa	operare  veti	Google
3490	Google  sa	operare  veti	Google
3491	Google  sa	operare  veti	Google
3492	Google  sa	operare  veti	Google
3493	numai  Google		dispozitivul
3494	numai  Google		dispozitivul
3495	numai  Google		dispozitivul
3496	numai  Google		dispozitivul
3497	numai  Google		dispozitivul
3498	numai  Google		dispozitivul
3499	numai  Google		dispozitivul
3500	IPS-Capacitiv  care		ofera
3501	IPS-Capacitiv  care		ofera
3502	IPS-Capacitiv  care		ofera
3503	IPS-Capacitiv  care		ofera
3504	IPS-Capacitiv  care		ofera
3505	IPS-Capacitiv  care		ofera
3506	IPS-Capacitiv  care		ofera
3507	imagine  care	ecranului  utilizatorului	ignorat
3508	imagine  care	ecranului  utilizatorului	ignorat
3509	imagine  care	ecranului  utilizatorului	ignorat
3510	imagine  care	ecranului  utilizatorului	ignorat
3511	3G-HSDPA  si		ofera
3512	3G-HSDPA  si		ofera
3513	3G-HSDPA  si		ofera
3514	3G-HSDPA  si		ofera
3515	3G-HSDPA  si		ofera
3516	grafice  procesorul		are
3517	grafice  procesorul		are
3518	grafice  procesorul		are
3519	grafice  procesorul		are
3520	grafice  procesorul		are
3521	grafice  procesorul		are
3522	distractiei  fotograful		vine
3523	distractiei  fotograful		vine
3524	distractiei  fotograful		vine
3525	distractiei  fotograful		vine
3526	distractiei  fotograful		vine
3527			Tableta
3528			Tableta
3529			Tableta
3530			Tableta
3531	oricui  Tableta		are
3532	oricui  Tableta		are
3533	oricui  Tableta		are
3534	oricui  Tableta		are
3535	megapixeli  cle	reusite  tine	surprinde
3536	megapixeli  cle	reusite  tine	surprinde
3537	megapixeli  cle	reusite  tine	surprinde
3538	megapixeli  cle	reusite  tine	surprinde
3539	megapixeli  cle	reusite  tine	surprinde
3540	utlizare  si		trebuie
3541	utlizare  si		trebuie
3542	utlizare  si		trebuie
3543	simultane  care		are
3544	simultane  care		are
3545	simultane  care		are
3546	simultane  care		are
3547	simultane  care		are
3548	simultane  care		are
3549	simultane  care		are
3550	Android  are	simplu  si	echipata
3551	Android  are	simplu  si	echipata
3552	Android  are	simplu  si	echipata
3553	Android  are	simplu  si	echipata
3554	Android  are	simplu  si	echipata
3555	Android  are	simplu  si	echipata
3556	Android  are	simplu  si	echipata
3557			Particularitati esentiale
3558			Particularitati esentiale
3559	atent  il		ajuta
3560	atent  il		ajuta
3561	atent  il		ajuta
3562	copilul  Tableta	functiilor	are pachetul
3563	copilul  Tableta	functiilor	are pachetul
3564	copilul  Tableta	functiilor	are pachetul
3565	copilul  Tableta	functiilor	are pachetul
3566	copilul  Tableta	functiilor	are pachetul
3567	copilul  Tableta	functiilor	are pachetul
3568	copilul  Tableta	functiilor	are pachetul
3569	copilul  Tableta	functiilor	are pachetul
3570	copilul  Tableta	functiilor	are pachetul
3571	copilul  Tableta	functiilor	are pachetul
3572	copilul  Tableta	functiilor	are pachetul
3573	copii  satisface	special  si	dezvolta
3574	copii  satisface	special  si	dezvolta
3575	copii  satisface	special  si	dezvolta
3576	copii  satisface	special  si	dezvolta
3577	copii  satisface	special  si	dezvolta
3578	copii  satisface	special  si	dezvolta
3579	copii  satisface	special  si	dezvolta
3580	copii  satisface	special  si	dezvolta
3581	logica  jocurile		jocurile
3582	logica  jocurile		jocurile
3583	logica  jocurile		jocurile
3584	logica  jocurile		jocurile
3585	logica  jocurile		jocurile
3586	logica  jocurile		jocurile
3587	logica  jocurile		jocurile
3588	logica  jocurile		jocurile
3589	logica  jocurile		jocurile
3590			Incluse
3591	GHz  Placa		interna
3592	GHz  Placa		interna
3593	GHz  Placa		interna
3594	GHz  Placa		interna
3595	GHz  Placa		interna
3596	GHz  Placa		interna
3597	GHz  Placa		interna
3598	GHz  Placa		interna
3599	GHz  Placa		interna
3600			Multimedia
3601			Multimedia
3602	9.15  ceea		super
3603	9.15  ceea		super
3604	9.15  ceea		super
3605	9.15  ceea		super
3606	9.15  ceea		super
3607	9.15  ceea		super
3608	9.15  ceea		super
3609	simplu  veti		jucati
3610	simplu  veti		jucati
3611	simplu  veti		jucati
3612	simplu  veti		jucati
3613	simplu  veti		jucati
3614	companion		urmeze
3615	companion		urmeze
3616	companion		urmeze
3617	companion		urmeze
3618	Noul  Android		optimizat
3619	Noul  Android		optimizat
3620	Noul  Android		optimizat
3621	Noul  Android		optimizat
3622	aplicatii	copii  si	aprecia
3623	aplicatii	copii  si	aprecia
3624	aplicatii	copii  si	aprecia
3625	aplicatii	copii  si	aprecia
3626	aplicatii	copii  si	aprecia
3627	aplicatii	copii  si	aprecia
3628	aplicatii	copii  si	aprecia
3629	aplicatii	copii  si	aprecia
3630	aplicatii	copii  si	aprecia
3631	aplicatii	copii  si	aprecia
3632	aplicatii	copii  si	aprecia
3633	memento		odihneasca
3634	memento		odihneasca
3635	memento		odihneasca
3636	baza		dispozitiv
3637	baza		dispozitiv
3638	baza		dispozitiv
3639	baza		dispozitiv
3640	baza		dispozitiv
3641	Tableta		Audio
3642	Tableta		Audio
3643	Tableta		Audio
3644	Tableta		Audio
3645	Tableta		Audio
3646	Tableta		Audio
3647	Tableta		Audio
3648	Tableta		Audio
3649			Pachet inclus
3650			Pachet inclus
3651			Pachet inclus
3652			Pachet inclus
3653	ani  Filtreaza	cuprinse  intre	tau
3654	ani  Filtreaza	cuprinse  intre	tau
3655	ani  Filtreaza	cuprinse  intre	tau
3656	ani  Filtreaza	cuprinse  intre	tau
3657	ani  Filtreaza	cuprinse  intre	tau
3658	ani  Filtreaza	cuprinse  intre	tau
3659	ani  Filtreaza	cuprinse  intre	tau
3660	ani  Filtreaza	cuprinse  intre	tau
3661	ani  Filtreaza	cuprinse  intre	tau
3662	ca  copiii		pot
3663	ca  copiii		pot
3664	ca  copiii		pot
3665	ca  copiii		pot
3666	ca  copiii		pot
3667	ca  copiii		pot
3668	ca  copiii		pot
3669	invata		cadou ideal
3670	invata		cadou ideal
3671	invata		cadou ideal
3672	invata		cadou ideal
3673	invata		cadou ideal
3674	invata		cadou ideal
3675	prima  Sistemul		actualizat
3676	prima  Sistemul		actualizat
3677	prima  Sistemul		actualizat
3678	prima  Sistemul		actualizat
3679	prima  Sistemul		actualizat
3680	prima  Sistemul		actualizat
3681	conceputa  copiii	continutului  APP	Setarile
3682	conceputa  copiii	continutului  APP	Setarile
3683	conceputa  copiii	continutului  APP	Setarile
3684	conceputa  copiii	continutului  APP	Setarile
3685	conceputa  copiii	continutului  APP	Setarile
3686	conceputa  copiii	continutului  APP	Setarile
3687	suficient  copiii	sa	usor
3688	suficient  copiii	sa	usor
3689			are
3690			are
3691			are
3692			are
3693			are
3694			are
3695			are
3696			are
3697			are
3698	all-in-one  Tableta		oferi
3699	all-in-one  Tableta		oferi
3700	all-in-one  Tableta		oferi
3701	Asa  si	aplicatii	potrivit
3702	Asa  si	aplicatii	potrivit
3703	Asa  si	aplicatii	potrivit
3704	Asa  si	aplicatii	potrivit
3705	Asa  si	aplicatii	potrivit
3706	Asa  si	aplicatii	potrivit
3707	Asa  si	aplicatii	potrivit
3708	Asa  si	aplicatii	potrivit
3709	Asa  si	aplicatii	potrivit
3710	Jocurile		concepute
3711	Jocurile		concepute
3712	Jocurile		concepute
3713	mangaie  admirativul	in  si	copiii
3714	mangaie  admirativul	in  si	copiii
3715	mangaie  admirativul	in  si	copiii
3716	mangaie  admirativul	in  si	copiii
3717	mangaie  admirativul	in  si	copiii
3718	mangaie  admirativul	in  si	copiii
3719	desenezi  aceasta		tableta
3720	desenezi  aceasta		tableta
3721	si  structurii		Alege
3722	iti  Conecteaza		meniuri
3723	iti  Conecteaza		meniuri
3724	iti  Conecteaza		meniuri
3725	singur  Aderenta	nu  suportului	pozitiona
3726	singur  Aderenta	nu  suportului	pozitiona
3727	singur  Aderenta	nu  suportului	pozitiona
3728	Poti	Sa  tii	organizat(a
3729	Poti	Sa  tii	organizat(a
3730	Poti	Sa  tii	organizat(a
3731	Poti	Sa  tii	organizat(a
3732	poti  acesta		sigur
3733	poti  acesta		sigur
3734	poti  acesta		sigur
3735	poti  acesta		sigur
3736	peisaj  care		Bucura
3737	peisaj  care		Bucura
3738	peisaj  care		Bucura
3739	castigatoare  Incarca	mult  ti	spatiu
3740	castigatoare  Incarca	mult  ti	spatiu
3741	castigatoare  Incarca	mult  ti	spatiu
3742	tii	toti  ii	daca faci
3743	tii	toti  ii	daca faci
3744	tii	toti  ii	daca faci
3745	iti  Conecteaza		meniuri
3746	Pur	ariei	atinge
3747	Pur	ariei	atinge
3748	Pur	ariei	atinge
3749	Pur	ariei	atinge
3750	calitate  Datele		protejate
3751	calitate  Datele		protejate
3752	calitate  Datele		protejate
3753	calitate  Datele		protejate
3754	tai  Dark	One	ajuta
3755	tai  Dark	One	ajuta
3756	tai  Dark	One	ajuta
3757	tai  Dark	One	ajuta
3758	tai  Dark	One	ajuta
3759	oportunitati  care	oportunitati  tuturor	ofera
3760	mult  One	sa	introduce
3761	mult  One	sa	introduce
3762	mult  One	sa	introduce
3763	Noua  tastatura	aduse  Personalizarea	reglata
3764	Noua  tastatura	aduse  Personalizarea	reglata
3765	acces		sistem
3766	acces		sistem
3767	acces		sistem
3768	anumita  Tableta	birou  sa	ajutor
3769	anumita  Tableta	birou  sa	ajutor
3770	anumita  Tableta	birou  sa	ajutor
3771	stocare  ti		avea
3772	stocare  ti		avea
3773	stocare  ti		avea
3774	stocare  ti		avea
3775	stocare  ti		avea
3776	mai  poti	nu  -ti	daca vorbesti
3777	mai  poti	nu  -ti	daca vorbesti
3778	prielnic  sa		place
3779	prielnic  sa		place
3780	prielnic  sa		place
3781	etichete  Cauta	si	gasi
3782	etichete  Cauta	si	gasi
3783	etichete  Cauta	si	gasi
3784	etichete  Cauta	si	gasi
3785	etichete  Cauta	si	gasi
3786	etichete  Cauta	si	gasi
3787			Google
3788			Google
3789			activarea
3790			activarea
3791			activarea
3792	8.1  convenabila		datorita
3793	8.1  convenabila		datorita
3794	8.1  convenabila		datorita
3795	stralucitor  Imaginea		clara
3796	stralucitor  Imaginea		clara
3797	stralucitor  Imaginea		clara
3798	optimizata  tableta		asigura
3799	optimizata  tableta		asigura
3800	optimizata  tableta		asigura
3801	optimizata  tableta		asigura
3802	optimizata  tableta		asigura
3803	optimizata  tableta		asigura
3804	optimizata  tableta		asigura
3805	il		caracteristica
3806	il		caracteristica
3807	birou  tableta	birou  sa	ajutor
3808	birou  tableta	birou  sa	ajutor
3809	birou  tableta	birou  sa	ajutor
3810	birou  tableta	birou  sa	ajutor
3811	neagra  device	perfect  oricarei	asorteaza
3812	neagra  device	perfect  oricarei	asorteaza
3813	neagra  device	perfect  oricarei	asorteaza
3814	neagra  device	perfect  oricarei	asorteaza
3815	neagra  device	perfect  oricarei	asorteaza
3816	neagra  device	perfect  oricarei	asorteaza
3817	neagra  device	perfect  oricarei	asorteaza
3818	Simm		ideala
3819	Simm		ideala
3820	Simm		ideala
3821	Simm		ideala
3822	Simm		ideala
3823	Conexiune		putea calatori
3824	Conexiune		putea calatori
3825	Conexiune		putea calatori
3826	Conexiune		putea calatori
3827	Conexiune		putea calatori
3828	care		putea
3829	care		putea
3830	care		putea
3831	stocare  ti	adaptate  nevoilor	avea
3832	stocare  ti	adaptate  nevoilor	avea
3833	stocare  ti	adaptate  nevoilor	avea
3834	stocare  ti	adaptate  nevoilor	avea
3835	stocare  ti	adaptate  nevoilor	avea
3836	stocare  ti	adaptate  nevoilor	avea
3837	stocare  ti	adaptate  nevoilor	avea
3838	stocare  ti	adaptate  nevoilor	avea
3839	parental  copilul	parental  sa	permite
3840	parental  copilul	parental  sa	permite
3841	parental  copilul	parental  sa	permite
3842	parental  copilul	parental  sa	permite
3843	parental  copilul	parental  sa	permite
3844	protejeaza  tableta		marginile
3845	protejeaza  tableta		marginile
3846	protejeaza  tableta		marginile
3847	protejeaza  tableta		marginile
3848	ca  copilul		puteti
3849	ca  copilul		puteti
3850	ca  copilul		puteti
3851	ca  copilul		puteti
3852	diferite  Bateria	SmartKids	asigura
3853	diferite  Bateria	SmartKids	asigura
3854	diferite  Bateria	SmartKids	asigura
3855	diferite  Bateria	SmartKids	asigura
3856	0.3  camera	le	are
3857	0.3  camera	le	are
3858	0.3  camera	le	are
3859	0.3  camera	le	are
3860	0.3  camera	le	are
3861	GB  care		are
3862	GB  care		are
3863	GB  care		are
3864	fara  cardul	Pay  -ti	criptate
3865	Camera  iti	si  creste	aduce
3866	Camera  iti	si  creste	aduce
3867	Camera  iti	si  creste	aduce
3868	Camera  iti	si  creste	aduce
3869	Camera  iti	si  creste	aduce
3870	bogata  gama		finisaje
3871	bogata  gama		finisaje
3872	bogata  gama		finisaje
3873	bogata  gama		finisaje
3874	bogata  gama		finisaje
3875	foto	sa	Galaxy
3876	foto	sa	Galaxy
3877	foto	sa	Galaxy
3878	foto	sa	Galaxy
3879	foto	sa	Galaxy
3880	vietii  Obiectivul		surprinde
3881	vietii  Obiectivul		surprinde
3882	vietii  Obiectivul		surprinde
3883	vietii  Obiectivul		surprinde
3884	vietii  Obiectivul		surprinde
3885	rotunjite  telefonul	2.5D  marginilor	curbat
3886	rotunjite  telefonul	2.5D  marginilor	curbat
3887	rotunjite  telefonul	2.5D  marginilor	curbat
3888	rotunjite  telefonul	2.5D  marginilor	curbat
3889	rotunjite  telefonul	2.5D  marginilor	curbat
3890	si  aliaj		fabricat
3891	si  aliaj		fabricat
3892	si  aliaj		fabricat
3893	si  aliaj		fabricat
3894	si  aliaj		fabricat
3895	indiferent  lumina		diafragma dubla
3896	indiferent  lumina		diafragma dubla
3897	indiferent  lumina		diafragma dubla
3898	indiferent  lumina		diafragma dubla
3899	clare  culorile	si	are
3900	clare  culorile	si	are
3901	clare  culorile	si	are
3902	clare  culorile	si	are
3903	clare  culorile	si	are
3904	imaginii  Performanta		descurca
3905	imaginii  Performanta		descurca
3906	imaginii  Performanta		descurca
3907	imaginii  Performanta		descurca
3908	imaginii  Performanta		descurca
3909	tinut  mana		usor
3910	tinut  mana		usor
3911	tinut  mana		usor
3912	tinut  mana		usor
3913	tinut  mana		usor
3914	76.4%  Huawei		super
3915	76.4%  Huawei		super
3916	76.4%  Huawei		super
3917	76.4%  Huawei		super
3918	nu  Camera		selfie
3919	nu  Camera		selfie
3920	nu  Camera		selfie
3921	nu  Camera		selfie
3922	nu  Camera		selfie
3923	iPhone  Ecranele	inteligent  si	ofera
3924	iPhone  Ecranele	inteligent  si	ofera
3925	iPhone  Ecranele	inteligent  si	ofera
3926	iPhone  Ecranele	inteligent  si	ofera
3927	iPhone  Ecranele	inteligent  si	ofera
3928	functionalitatea	ii	trece
3929	functionalitatea	ii	trece
3930	functionalitatea	ii	trece
3931	functionalitatea	ii	trece
3932	functionalitatea	ii	trece
3933	si  fotografie		ofera
3934	si  fotografie		ofera
3935	si  fotografie		ofera
3936	si  fotografie		ofera
3937	si  fotografie		ofera
3938	vostri  camera	adancime  sa	permite
3939	vostri  camera	adancime  sa	permite
3940	vostri  camera	adancime  sa	permite
3941	vostri  camera	adancime  sa	permite
3942	vostri  camera	adancime  sa	permite
3943	Telefon	trei  culori	dedicat
3944	Telefon	trei  culori	dedicat
3945	Telefon	trei  culori	dedicat
3946	Telefon	trei  culori	dedicat
3947	Telefon	trei  culori	dedicat
3948	10  depaseste		Camera
3949	10  depaseste		Camera
3950	10  depaseste		Camera
3951	10  depaseste		Camera
3952	10  depaseste		Camera
3953	ca  realizarea		face
3954	ca  realizarea		face
3955	ca  realizarea		face
3956	ca  realizarea		face
3957	ca  realizarea		face
3958	capacitate  care		rezista
3959	capacitate  care		rezista
3960	capacitate  care		rezista
3961	capacitate  care		rezista
3962	capacitate  care		rezista
3963	nu  rezistenta		permanenta
3964	nu  rezistenta		permanenta
3965	nu  rezistenta		permanenta
3966	nu  rezistenta		permanenta
3967	nu  rezistenta		permanenta
3968	PTT  care		setat
3969	PTT  care		setat
3970	PTT  care		setat
3971	PTT  care		setat
3972	PTT  care		setat
3973	mai  si		curbat
3974	mai  si		curbat
3975	mai  si		curbat
3976	mai  si		curbat
3977	mai  si		curbat
3978	trei  Spatele		permite
3979	trei  Spatele		permite
3980	trei  Spatele		permite
3981	trei  Spatele		permite
3982	trei  Spatele		permite
3983	confortabil  Colturi		dispune
3984	confortabil  Colturi		dispune
3985	confortabil  Colturi		dispune
3986	confortabil  Colturi		dispune
3987	simplu  si		deschid
3988	simplu  si		deschid
3989	simplu  si		deschid
3990	simplu  si		deschid
3991	simplu  si		deschid
3992	3G  Quad		echipat
3993	3G  Quad		echipat
3994	3G  Quad		echipat
3995	3G  Quad		echipat
3996	3G  Quad		echipat
3997	ecranul		poate
3998	ecranul		poate
3999	ecranul		poate
4000	ecranul		poate
4001	ecranul		poate
4002	mailurilor  Lucreaza		avea
4003	mailurilor  Lucreaza		avea
4004	mailurilor  Lucreaza		avea
4005	mailurilor  Lucreaza		avea
4006	mailurilor  Lucreaza		avea
4007	rezolutie  care	patru  camere	Mariti
4008	rezolutie  care	patru  camere	Mariti
4009	rezolutie  care	patru  camere	Mariti
4010	rezolutie  care	patru  camere	Mariti
4011	rezolutie  care	patru  camere	Mariti
4012	GHz  Camera	continut  HD	centru
4013	GHz  Camera	continut  HD	centru
4014	GHz  Camera	continut  HD	centru
4015	GHz  Camera	continut  HD	centru
4016	GHz  Camera	continut  HD	centru
4017	Pro  Incarcare		rapida
4018	Pro  Incarcare		rapida
4019	Pro  Incarcare		rapida
4020	Pro  Incarcare		rapida
4021	Pro  Incarcare		rapida
4022	Infinity-V  si	vizioneze  sa	scufundati
4023	Infinity-V  si	vizioneze  sa	scufundati
4024	Infinity-V  si	vizioneze  sa	scufundati
4025	Infinity-V  si	vizioneze  sa	scufundati
4026	Infinity-V  si	vizioneze  sa	scufundati
4027	si  functia	rapide  si	bucura
4028	si  functia	rapide  si	bucura
4029	si  functia	rapide  si	bucura
4030	si  functia	rapide  si	bucura
4031	si  functia	rapide  si	bucura
4032	incarcare  Cat		construit
4033	incarcare  Cat		construit
4034	incarcare  Cat		construit
4035	incarcare  Cat		construit
4036	incarcare  Cat		construit
4037	cosmosului  Vedeti	miraculoasa  9P	frumusetea
4038	cosmosului  Vedeti	miraculoasa  9P	frumusetea
4039	cosmosului  Vedeti	miraculoasa  9P	frumusetea
4040	cosmosului  Vedeti	miraculoasa  9P	frumusetea
4041	cosmosului  Vedeti	miraculoasa  9P	frumusetea
4042	putere  care		Sistem
4043	daunatoare  care	Telefonul  si	puternic
4044	daunatoare  care	Telefonul  si	puternic
4045	daunatoare  care	Telefonul  si	puternic
4046	daunatoare  care	Telefonul  si	puternic
4047	daunatoare  care	Telefonul  si	puternic
4048	Noul  proces		reduce
4049	Noul  proces		reduce
4050	Noul  proces		reduce
4051	Noul  proces		reduce
4052	Noul  proces		reduce
4053	cum  telefonul		vine
4054	cum  telefonul		vine
4055	cum  telefonul		vine
4056	cum  telefonul		vine
4057	rotunjite  iti	formei	Datorita
4058	rotunjite  iti	formei	Datorita
4059	rotunjite  iti	formei	Datorita
4060	rotunjite  iti	formei	Datorita
4061	rotunjite  iti	formei	Datorita
4062	ca  impotriva		inteligent
4063	ca  impotriva		inteligent
4064	ca  impotriva		inteligent
4065	ca  impotriva		inteligent
4066	total  noua		capta
4067	total  noua		capta
4068	total  noua		capta
4069	total  noua		capta
4070	total  noua		capta
4071	mai  Galaxy		are
4072	mai  Galaxy		are
4073	mai  Galaxy		are
4074	mai  Galaxy		are
4075	mai  Galaxy		are
4076	din  Selecteaza		secunde
4077	din  Selecteaza		secunde
4078	din  Selecteaza		secunde
4079	din  Selecteaza		secunde
4080	din  Selecteaza		secunde
4081	iti		frumusetea
4082	iti		frumusetea
4083	iti		frumusetea
4084	iti		frumusetea
4085	iti		frumusetea
4086	periodice  Nokia	upgrade  -urilor	datorita
4087	periodice  Nokia	upgrade  -urilor	datorita
4088	periodice  Nokia	upgrade  -urilor	datorita
4089	periodice  Nokia	upgrade  -urilor	datorita
4090	Note  sa	personal  fara	permite
4091	Note  sa	personal  fara	permite
4092	Note  sa	personal  fara	permite
4093	Note  sa	personal  fara	permite
4094	Note  sa	personal  fara	permite
4095	Note  sa	personal  fara	permite
4096	Note  sa	personal  fara	permite
4097	Note  sa	personal  fara	permite
4098	Note  sa	personal  fara	permite
4099	Note  sa	personal  fara	permite
4100	multitasking		eliberat
4101	multitasking		eliberat
4102	multitasking		eliberat
4103	multitasking		eliberat
4104	multitasking		eliberat
4105	mana  Designul	si  si	include
4106	mana  Designul	si  si	include
4107	mana  Designul	si  si	include
4108	mana  Designul	si  si	include
4109	mana  Designul	si  si	include
4110	instantaneu  Ecranul		ideal
4111	instantaneu  Ecranul		ideal
4112	instantaneu  Ecranul		ideal
4113	instantaneu  Ecranul		ideal
4114	mm  Bucurati		poate
4115	mm  Bucurati		poate
4116	mm  Bucurati		poate
4117	mm  Bucurati		poate
4118	mm  Bucurati		poate
4119	oriunde  totul	MP3  si	asculta
4120	oriunde  totul	MP3  si	asculta
4121	oriunde  totul	MP3  si	asculta
4122	oriunde  totul	MP3  si	asculta
4123	oriunde  totul	MP3  si	asculta
4124	suficiente  aplicatiile		poate
4125	suficiente  aplicatiile		poate
4126	suficiente  aplicatiile		poate
4127	suficiente  aplicatiile		poate
4128	suficiente  aplicatiile		poate
4129	88,4%  intre	utilizatorilor	ofera
4130	88,4%  intre	utilizatorilor	ofera
4131	88,4%  intre	utilizatorilor	ofera
4132	88,4%  intre	utilizatorilor	ofera
4133	88,4%  intre	utilizatorilor	ofera
4134	egal  care	fotografii  -ti	camera
4135	egal  care	fotografii  -ti	camera
4136	egal  care	fotografii  -ti	camera
4137	egal  care	fotografii  -ti	camera
4138	egal  care	fotografii  -ti	camera
4139	in  il		poate
4140	in  il		poate
4141	in  il		poate
4142	in  il		poate
4143	in  il		poate
4144	separate  Ecranul	extern  sa	inchide
4145	separate  Ecranul	extern  sa	inchide
4146	separate  Ecranul	extern  sa	inchide
4147	separate  Ecranul	extern  sa	inchide
4148	separate  Ecranul	extern  sa	inchide
4149	fotografiile  ti		functiile speciale
4150	fotografiile  ti		functiile speciale
4151	smartphone  Galaxy		completat
4152	smartphone  Galaxy		completat
4153	smartphone  Galaxy		completat
4154	smartphone  Galaxy		completat
4155	smartphone  Galaxy		completat
4156	atentia  Ecranul	sa	Galaxy
4157	atentia  Ecranul	sa	Galaxy
4158	atentia  Ecranul	sa	Galaxy
4159	atentia  Ecranul	sa	Galaxy
4160	atentia  Ecranul	sa	Galaxy
4161	unitar  sistemul		Functionand
4162	unitar  sistemul		Functionand
4163	unitar  sistemul		Functionand
4164	unitar  sistemul		Functionand
4165	unitar  sistemul		Functionand
4166	macro  Senzor		faci
4167	macro  Senzor		faci
4168	macro  Senzor		faci
4169	macro  Senzor		faci
4170	macro  Senzor		faci
4171	noua  culoare	inteligent  si	Video
4172	noua  culoare	inteligent  si	Video
4173	noua  culoare	inteligent  si	Video
4174	noua  culoare	inteligent  si	Video
4175	noua  culoare	inteligent  si	Video
4176	accesat  Frame		ofera
4177	accesat  Frame		ofera
4178	accesat  Frame		ofera
4179	accesat  Frame		ofera
4180	accesat  Frame		ofera
4181	si  care	necesitatilor	prezentam
4182	si  care	necesitatilor	prezentam
4183	si  care	necesitatilor	prezentam
4184	si  care	necesitatilor	prezentam
4185	si  care	necesitatilor	prezentam
4186	Nu  conectati		nevoie
4187	Nu  conectati		nevoie
4188	Nu  conectati		nevoie
4189	Nu  conectati		nevoie
4190	Nu  conectati		nevoie
4191	care	capacului	barphone
4192	care	capacului	barphone
4193	care	capacului	barphone
4194	care	capacului	barphone
4195	care	capacului	barphone
4196	aproape  8		include
4197	aproape  8		include
4198	aproape  8		include
4199	stocare  redus	energie  tehnologiei	Datorita
4200	stocare  redus	energie  tehnologiei	Datorita
4201	stocare  redus	energie  tehnologiei	Datorita
4202	stocare  redus	energie  tehnologiei	Datorita
4203	stocare  redus	energie  tehnologiei	Datorita
4204	si  Camera		Optic
4205	si  Camera		Optic
4206	si  Camera		Optic
4207	si  Camera		Optic
4208	si  Camera		Optic
4209	imaginii  Performanta		eficienta
4210	imaginii  Performanta		eficienta
4211	imaginii  Performanta		eficienta
4212	imaginii  Performanta		eficienta
4213	imaginii  Performanta		eficienta
4214	foarte  vopseaua		eleganta
4215	foarte  vopseaua		eleganta
4216	foarte  vopseaua		eleganta
4217	foarte  vopseaua		eleganta
4218	foarte  vopseaua		eleganta
4219	experienta  care	A70  fii	face
4220	experienta  care	A70  fii	face
4221	experienta  care	A70  fii	face
4222	experienta  care	A70  fii	face
4223	experienta  care	A70  fii	face
4224	9.0  designul		include
4225	9.0  designul		include
4226	9.0  designul		include
4227	9.0  designul		include
4228	9.0  designul		include
4229	degetelor  Ceramica		gravata
4230	degetelor  Ceramica		gravata
4231	degetelor  Ceramica		gravata
4232	degetelor  Ceramica		gravata
4233	degetelor  Ceramica		gravata
4234	activitati  Bucura	tau  si	comanda
4235	activitati  Bucura	tau  si	comanda
4236	activitati  Bucura	tau  si	comanda
4237	activitati  Bucura	tau  si	comanda
4238	activitati  Bucura	tau  si	comanda
4239	Galaxy  Cand		introdu
4240	Galaxy  Cand		introdu
4241	Galaxy  Cand		introdu
4242	Galaxy  Cand		introdu
4243	Galaxy  Cand		introdu
4244	Nu  decat	sa	mutat
4245	Nu  decat	sa	mutat
4246	Nu  decat	sa	mutat
4247	Nu  decat	sa	mutat
4248	Nu  decat	sa	mutat
4249	artificiala  Xperia	diverse  scenarii	poate
4250	artificiala  Xperia	diverse  scenarii	poate
4251	artificiala  Xperia	diverse  scenarii	poate
4252	artificiala  Xperia	diverse  scenarii	poate
4253	artificiala  Xperia	diverse  scenarii	poate
4254	Twitter  iti	sa	ajuta
4255	Twitter  iti	sa	ajuta
4256	Twitter  iti	sa	ajuta
4257	Twitter  iti	sa	ajuta
4258	Twitter  iti	sa	ajuta
4259	informat  fara		AI
4260	informat  fara		AI
4261	informat  fara		AI
4262	informat  fara		AI
4263	informat  fara		AI
4264	nu  intimitatea		este
4265	nu  intimitatea		este
4266	nu  intimitatea		este
4267	nu  intimitatea		este
4268	nu  intimitatea		este
4269	8  Modul		mentine
4270	8  Modul		mentine
4271	8  Modul		mentine
4272	8  Modul		mentine
4273	8  Modul		mentine
4274	si  culori	HD+  vi	Vedeti
4275	si  culori	HD+  vi	Vedeti
4276	si  culori	HD+  vi	Vedeti
4277	si  culori	HD+  vi	Vedeti
4278	si  culori	HD+  vi	Vedeti
4279	de  Telefonul		poate
4280	de  Telefonul		poate
4281	de  Telefonul		poate
4282	de  Telefonul		poate
4283	de  Telefonul		poate
4284	SOS  care	mentina	prevazut
4285	SOS  care	mentina	prevazut
4286	SOS  care	mentina	prevazut
4287	SOS  care	mentina	prevazut
4288	SOS  care	mentina	prevazut
4289	accesibile  Facebook	sapun;Testate  agentilor	Teste
4290	accesibile  Facebook	sapun;Testate  agentilor	Teste
4291	accesibile  Facebook	sapun;Testate  agentilor	Teste
4292	accesibile  Facebook	sapun;Testate  agentilor	Teste
4293	instantaneu  Telefonul	Opera  -ti	include
